"","X","region","income","happy","age","finrela","marital","degree","health","wrkstat","partyid","polviews","sex","year"
"6558",6558,"SOUTH ATLANTIC","$15000 - 19999","PRETTY HAPPY",34,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","TEMP NOT WORKING","NOT STR REPUBLICAN","MODERATE","MALE",1977
"43844",43844,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",59,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","POOR","KEEPING HOUSE","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2004
"35234",35234,"SOUTH ATLANTIC",NA,"PRETTY HAPPY",21,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",1998
"7174",7174,"PACIFIC","$20000 - 24999","PRETTY HAPPY",31,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",1977
"42400",42400,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",36,"AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2004
"17747",17747,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",68,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"RETIRED","NOT STR DEMOCRAT","LIBERAL","FEMALE",1986
"52553",52553,"E. SOU. CENTRAL","$25000 OR MORE","VERY HAPPY",41,"AVERAGE","MARRIED","HIGH SCHOOL","IAP","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2010
"42752",42752,"W. SOU. CENTRAL",NA,"PRETTY HAPPY",18,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"SCHOOL","IND NEAR REP","MODERATE","FEMALE",2004
"16967",16967,"MOUNTAIN","$25000 OR MORE","VERY HAPPY",45,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","SLIGHTLY LIBERAL","MALE",1985
"15031",15031,"MIDDLE ATLANTIC","$15000 - 19999","PRETTY HAPPY",25,"BELOW AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1984
"42746",42746,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",31,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"TEMP NOT WORKING","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",2004
"21492",21492,"W. NOR. CENTRAL","$5000 TO 5999","PRETTY HAPPY",63,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"RETIRED","STRONG DEMOCRAT","MODERATE","MALE",1988
"3899",3899,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",27,"AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","INDEPENDENT",NA,"MALE",1975
"10482",10482,"SOUTH ATLANTIC","$15000 - 19999","VERY HAPPY",33,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",1980
"18876",18876,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",54,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",1987
"53266",53266,"W. SOU. CENTRAL","REFUSED","PRETTY HAPPY",55,"AVERAGE","DIVORCED","BACHELOR","GOOD","RETIRED","NOT STR DEMOCRAT","MODERATE","MALE",2010
"5449",5449,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",45,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",1976
"49736",49736,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",48,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2008
"35205",35205,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",49,"FAR BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",1998
"8180",8180,"E. NOR. CENTRAL","$5000 TO 5999","PRETTY HAPPY",68,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"RETIRED","INDEPENDENT","MODERATE","MALE",1978
"44739",44739,"MOUNTAIN","$7000 TO 7999",NA,19,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","INDEPENDENT",NA,"FEMALE",2004
"1186",1186,"E. SOU. CENTRAL","LT $1000","PRETTY HAPPY",54,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","NOT STR REPUBLICAN",NA,"FEMALE",1973
"50451",50451,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",67,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","EXCELLENT","RETIRED","IND NEAR REP","MODERATE","FEMALE",2008
"20972",20972,"E. SOU. CENTRAL","REFUSED","PRETTY HAPPY",34,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",1988
"50571",50571,"SOUTH ATLANTIC","$10000 - 14999","VERY HAPPY",22,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",2008
"25650",25650,"PACIFIC","$25000 OR MORE","VERY HAPPY",66,"AVERAGE","DIVORCED","GRADUATE","EXCELLENT","RETIRED","INDEPENDENT","MODERATE","MALE",1991
"33118",33118,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",33,"AVERAGE","DIVORCED","BACHELOR","FAIR","WORKING PARTTIME","INDEPENDENT","MODERATE","MALE",1996
"47666",47666,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",28,"ABOVE AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2006
"34158",34158,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",28,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",1998
"43073",43073,"E. NOR. CENTRAL","$25000 OR MORE",NA,37,NA,"MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN",NA,"MALE",2004
"51675",51675,"NOT ASSIGNED","$25000 OR MORE","VERY HAPPY",58,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING PARTTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2010
"10518",10518,"NEW ENGLAND","REFUSED","VERY HAPPY",74,"AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","KEEPING HOUSE","IND NEAR REP","MODERATE","FEMALE",1982
"19946",19946,"E. NOR. CENTRAL","$5000 TO 5999","NOT TOO HAPPY",65,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",1987
"16982",16982,"MIDDLE ATLANTIC","$8000 TO 9999","NOT TOO HAPPY",27,"BELOW AVERAGE","NEVER MARRIED","BACHELOR",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","LIBERAL","FEMALE",1986
"10889",10889,"W. SOU. CENTRAL","REFUSED","NOT TOO HAPPY",70,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","POOR","RETIRED","NOT STR DEMOCRAT","MODERATE","FEMALE",1982
"13290",13290,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",58,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG REPUBLICAN",NA,"FEMALE",1983
"47154",47154,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",35,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"44692",44692,"SOUTH ATLANTIC","$25000 OR MORE",NA,21,NA,"MARRIED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","STRONG DEMOCRAT",NA,"FEMALE",2004
"34902",34902,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",64,"AVERAGE","MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",1998
"50682",50682,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",38,"BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","STRONG REPUBLICAN","MODERATE","FEMALE",2008
"29189",29189,"E. NOR. CENTRAL","LT $1000","PRETTY HAPPY",21,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","SLIGHTLY LIBERAL","MALE",1994
"7194",7194,"PACIFIC","$25000 OR MORE","VERY HAPPY",73,"ABOVE AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","RETIRED","NOT STR REPUBLICAN","SLIGHTLY LIBERAL","MALE",1977
"30542",30542,"E. SOU. CENTRAL","$5000 TO 5999","NOT TOO HAPPY",56,"BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL",NA,"OTHER","STRONG DEMOCRAT","EXTRMLY CONSERVATIVE","MALE",1994
"40031",40031,"NEW ENGLAND","$25000 OR MORE",NA,60,NA,"DIVORCED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM",NA,"FEMALE",2002
"15735",15735,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",51,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1985
"40869",40869,"SOUTH ATLANTIC","$25000 OR MORE",NA,34,NA,"MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2002
"15754",15754,"W. NOR. CENTRAL","$7000 TO 7999","PRETTY HAPPY",64,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","RETIRED","STRONG DEMOCRAT","EXTRMLY CONSERVATIVE","MALE",1985
"6023",6023,"MIDDLE ATLANTIC","$4000 TO 4999","PRETTY HAPPY",53,"AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","STRONG DEMOCRAT","LIBERAL","FEMALE",1977
"7396",7396,"E. NOR. CENTRAL","$3000 TO 3999","PRETTY HAPPY",33,"FAR BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","IND NEAR REP","SLGHTLY CONSERVATIVE","FEMALE",1977
"10583",10583,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",32,"ABOVE AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",1982
"51678",51678,"NOT ASSIGNED","$25000 OR MORE","VERY HAPPY",59,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","UNEMPL LAID OFF","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",2010
"41867",41867,"E. NOR. CENTRAL",NA,NA,22,NA,"NEVER MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","INDEPENDENT",NA,"MALE",2002
"48829",48829,"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",73,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"RETIRED","IND NEAR DEM","MODERATE","MALE",2006
"3491",3491,"MIDDLE ATLANTIC","$15000 - 19999","VERY HAPPY",51,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",1975
"9119",9119,"MIDDLE ATLANTIC","$8000 TO 9999","VERY HAPPY",66,"AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","STRONG REPUBLICAN","SLIGHTLY LIBERAL","FEMALE",1980
"19157",19157,"SOUTH ATLANTIC","$20000 - 24999","PRETTY HAPPY",36,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",1987
"18114",18114,"E. NOR. CENTRAL",NA,"PRETTY HAPPY",46,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",1986
"40146",40146,"SOUTH ATLANTIC","$10000 - 14999","VERY HAPPY",25,"FAR BELOW AVERAGE","MARRIED","BACHELOR",NA,"KEEPING HOUSE","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2002
"33698",33698,"W. SOU. CENTRAL","REFUSED","PRETTY HAPPY",75,"AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","RETIRED","STRONG REPUBLICAN","MODERATE","FEMALE",1998
"25577",25577,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",51,"AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",1991
"50665",50665,"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",45,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","KEEPING HOUSE","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2008
"39276",39276,"NEW ENGLAND","$25000 OR MORE","VERY HAPPY",54,"AVERAGE","MARRIED","GRADUATE","EXCELLENT","WORKING FULLTIME","OTHER PARTY","EXTREMELY LIBERAL","FEMALE",2000
"36178",36178,"MIDDLE ATLANTIC","$15000 - 19999","PRETTY HAPPY",29,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT",NA,"MALE",1998
"44279",44279,"E. NOR. CENTRAL","$25000 OR MORE",NA,31,NA,"MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR REP",NA,"FEMALE",2004
"17774",17774,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",40,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1986
"27434",27434,"SOUTH ATLANTIC","$5000 TO 5999","PRETTY HAPPY",75,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL",NA,"RETIRED","IND NEAR DEM","CONSERVATIVE","FEMALE",1993
"33285",33285,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",78,"AVERAGE","MARRIED","HIGH SCHOOL","POOR","OTHER","INDEPENDENT","MODERATE","FEMALE",1996
"19744",19744,"W. SOU. CENTRAL","$10000 - 14999","NOT TOO HAPPY",44,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","POOR","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",1987
"2144",2144,"E. NOR. CENTRAL","$3000 TO 3999","PRETTY HAPPY",73,"AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",1974
"35307",35307,"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",34,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","SLIGHTLY LIBERAL","MALE",1998
"40527",40527,"MOUNTAIN",NA,"PRETTY HAPPY",28,"BELOW AVERAGE","SEPARATED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","EXTRMLY CONSERVATIVE","FEMALE",2002
"5141",5141,"PACIFIC","$15000 - 19999","PRETTY HAPPY",52,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1976
"2970",2970,"E. NOR. CENTRAL","$8000 TO 9999","PRETTY HAPPY",46,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","INDEPENDENT","SLIGHTLY LIBERAL","MALE",1974
"33115",33115,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",38,"FAR ABOVE AVERAGE","MARRIED","GRADUATE",NA,"WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",1996
"48607",48607,"SOUTH ATLANTIC","$1000 TO 2999",NA,24,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2006
"52445",52445,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",39,"AVERAGE","MARRIED","HIGH SCHOOL","IAP","KEEPING HOUSE","NOT STR REPUBLICAN","EXTRMLY CONSERVATIVE","FEMALE",2010
"40425",40425,"E. SOU. CENTRAL","$15000 - 19999",NA,35,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN",NA,"MALE",2002
"12597",12597,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",50,"BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",1983
"53221",53221,"NOT ASSIGNED","$15000 - 19999","PRETTY HAPPY",62,"AVERAGE","WIDOWED","BACHELOR","IAP","RETIRED","NOT STR DEMOCRAT","LIBERAL","MALE",2010
"45827",45827,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",43,"AVERAGE","DIVORCED","BACHELOR",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2006
"1525",1525,"E. SOU. CENTRAL","$4000 TO 4999","NOT TOO HAPPY",25,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","OTHER PARTY","MODERATE","MALE",1974
"23736",23736,"NEW ENGLAND","$25000 OR MORE","PRETTY HAPPY",63,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",1990
"12235",12235,"SOUTH ATLANTIC","$7000 TO 7999","PRETTY HAPPY",54,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","OTHER","STRONG DEMOCRAT",NA,"FEMALE",1982
"24615",24615,"PACIFIC","$8000 TO 9999","PRETTY HAPPY",22,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",1990
"47825",47825,"MOUNTAIN","$25000 OR MORE",NA,38,NA,"NEVER MARRIED","BACHELOR","GOOD","WORKING PARTTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",2006
"19105",19105,"E. NOR. CENTRAL",NA,"VERY HAPPY",27,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",1987
"2294",2294,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",72,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","POOR","RETIRED",NA,"SLGHTLY CONSERVATIVE","MALE",1974
"19373",19373,"MOUNTAIN","$25000 OR MORE","VERY HAPPY",28,"ABOVE AVERAGE","NEVER MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",1987
"8984",8984,"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",49,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",1978
"35059",35059,"SOUTH ATLANTIC","$8000 TO 9999","VERY HAPPY",64,"ABOVE AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","RETIRED","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",1998
"31602",31602,"W. NOR. CENTRAL","REFUSED","PRETTY HAPPY",39,NA,"DIVORCED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","CONSERVATIVE","FEMALE",1996
"28544",28544,"NEW ENGLAND","$25000 OR MORE","VERY HAPPY",47,"FAR ABOVE AVERAGE","MARRIED","BACHELOR",NA,"WORKING PARTTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",1994
"23520",23520,"NEW ENGLAND",NA,"PRETTY HAPPY",62,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",1990
"39389",39389,"E. NOR. CENTRAL","$6000 TO 6999",NA,78,NA,"WIDOWED","LT HIGH SCHOOL",NA,"UNEMPL LAID OFF","NOT STR DEMOCRAT",NA,"MALE",2002
"38515",38515,"SOUTH ATLANTIC","$15000 - 19999","VERY HAPPY",62,"FAR BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","RETIRED","STRONG REPUBLICAN","LIBERAL","MALE",2000
"23662",23662,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",43,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","LIBERAL","FEMALE",1990
"35956",35956,"E. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",53,"BELOW AVERAGE","DIVORCED","GRADUATE","GOOD","WORKING FULLTIME","IND NEAR REP","MODERATE","FEMALE",1998
"38568",38568,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",60,"FAR BELOW AVERAGE","DIVORCED","BACHELOR","EXCELLENT","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"28700",28700,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",58,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","SLIGHTLY LIBERAL","MALE",1994
"37233",37233,"MOUNTAIN","$25000 OR MORE","VERY HAPPY",74,"ABOVE AVERAGE","WIDOWED","BACHELOR","EXCELLENT","RETIRED","STRONG DEMOCRAT","LIBERAL","MALE",2000
"38087",38087,"E. NOR. CENTRAL",NA,"PRETTY HAPPY",23,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2000
"36121",36121,"W. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",41,"ABOVE AVERAGE","NEVER MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",1998
"15296",15296,"W. SOU. CENTRAL","$25000 OR MORE","VERY HAPPY",28,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","KEEPING HOUSE","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",1984
"24572",24572,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",47,"AVERAGE","DIVORCED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1990
"3164",3164,"W. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",28,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1975
"6368",6368,"MOUNTAIN","$10000 - 14999","PRETTY HAPPY",45,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",1977
"11879",11879,"E. SOU. CENTRAL","$1000 TO 2999","NOT TOO HAPPY",74,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT",NA,"FEMALE",1982
"41456",41456,"W. SOU. CENTRAL","$25000 OR MORE","VERY HAPPY",64,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","RETIRED","STRONG DEMOCRAT","EXTREMELY LIBERAL","MALE",2002
"18770",18770,"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",36,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",1987
"1773",1773,"NEW ENGLAND","$5000 TO 5999","NOT TOO HAPPY",53,"AVERAGE","WIDOWED","HIGH SCHOOL","FAIR","KEEPING HOUSE",NA,"LIBERAL","FEMALE",1974
"31577",31577,"W. NOR. CENTRAL",NA,"PRETTY HAPPY",70,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","RETIRED","STRONG DEMOCRAT","MODERATE","FEMALE",1996
"30247",30247,"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",62,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"OTHER","NOT STR DEMOCRAT","MODERATE","FEMALE",1994
"138",138,"NEW ENGLAND","$7000 TO 7999","PRETTY HAPPY",51,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","UNEMPL LAID OFF","IND NEAR REP",NA,"MALE",1973
"20169",20169,"SOUTH ATLANTIC","$10000 - 14999","NOT TOO HAPPY",32,"BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1987
"43631",43631,"SOUTH ATLANTIC","$25000 OR MORE","NOT TOO HAPPY",31,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","KEEPING HOUSE","IND NEAR REP","MODERATE","FEMALE",2004
"8608",8608,"E. SOU. CENTRAL","$10000 - 14999","PRETTY HAPPY",32,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1978
"11885",11885,"E. SOU. CENTRAL","$15000 - 19999","VERY HAPPY",59,"AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",1982
"26046",26046,"E. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",22,"AVERAGE","MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","FEMALE",1991
"40956",40956,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",38,"AVERAGE","DIVORCED","BACHELOR","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2002
"44514",44514,"W. SOU. CENTRAL","$10000 - 14999","PRETTY HAPPY",79,"AVERAGE","WIDOWED","HIGH SCHOOL",NA,"RETIRED","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2004
"33868",33868,"PACIFIC","$15000 - 19999","PRETTY HAPPY",35,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1998
"32978",32978,"NEW ENGLAND","$25000 OR MORE","PRETTY HAPPY",45,"AVERAGE","MARRIED","GRADUATE","GOOD","WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","MALE",1996
"1527",1527,"E. SOU. CENTRAL","$1000 TO 2999","NOT TOO HAPPY",73,"FAR BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","POOR","KEEPING HOUSE","NOT STR DEMOCRAT","CONSERVATIVE","FEMALE",1974
